customer_id,company_name,contact_email,plan_id,status,start_date,end_date,user_id,event_type,timestamp,session_duration,churned,used_feature_x
96,PeakOps,karen.lopez@enterprise.com,6,cancelled,2024-05-12,2024-09-21,,,,,True,False
97,QuestWorks,matthew.martinez@corp.net,2,active,2023-06-19,,,,,,False,False
98,Vine HQ,karen.tanaka@hotmail.com,2,expired,2025-08-27,2025-10-30,,,,,True,False
98,Vine HQ,karen.tanaka@hotmail.com,3,active,2025-10-30,,,,,,False,False
99,GlowDev,hassan.hill@enterprise.com,1,expired,2024-07-21,2025-03-17,,,,,True,False
99,GlowDev,hassan.hill@enterprise.com,3,active,2025-03-17,,,,,,False,False
100,SyncTech,elizabeth.santos@hotmail.com,2,active,2025-06-24,,,,,,False,False
101,PulseLogic,charles.miller@pulselogic.com,1,active,2023-10-21,,,,,,False,False
102,Flow Labs,kimberly.patel@protonmail.com,2,cancelled,2023-05-05,2025-03-17,,,,,True,False
103,EdgeSystems,mary.green@yahoo.com,2,active,2023-01-02,,,,,,False,False
104,Hive Dynamics,kimberly.johnson@startup.co,2,expired,2023-09-17,2024-06-28,,,,,True,False
104,Hive Dynamics,kimberly.johnson@startup.co,4,active,2024-06-28,,,,,,False,False
105,UnitOps,priya.perez@company.io,1,cancelled,2023-06-29,2024-04-02,,,,,True,False
105,UnitOps,priya.perez@company.io,5,cancelled,2024-04-02,2025-02-10,,,,,True,False
105,UnitOps,priya.perez@company.io,3,active,2025-02-10,,,,,,False,False
106,OnyxSolutions,john.jackson@gmail.com,2,expired,2023-11-14,2024-08-30,,,,,True,False
106,OnyxSolutions,john.jackson@gmail.com,3,expired,2024-08-30,2024-11-30,,,,,True,False
106,OnyxSolutions,john.jackson@gmail.com,1,active,2024-11-30,,,,,,False,False
107,QuarkAI,Kenji.Singh@quarkai.com,1,cancelled,2024-01-12,2024-08-20,,,,,True,False
107,QuarkAI,Kenji.Singh@quarkai.com,3,active,2024-08-20,,,,,,False,False
108,VertexSolutions,sarah.tanaka@startup.co,2,cancelled,2025-04-22,2025-07-18,,,,,True,False
109,TidalHQ,mark.thompson@company.io,3,active,2024-03-21,,,,,,False,False
110,EdgeOps,fatima.hernandez@corp.net,2,cancelled,2024-03-24,2024-06-14,,,,,True,False
111,XenonLogic,fatima.lewis@outlook.com,5,active,2024-06-26,,,,,,False,False
112,Hive Logic,thomas.singh@corp.net,6,active,2025-07-27,,,,,,False,False
113,CoreTech,daniel.rivera@protonmail.com,2,cancelled,2024-12-29,2025-04-09,,,,,True,False
113,CoreTech,daniel.rivera@protonmail.com,4,active,2025-04-09,,,,,,False,False
114,Meta Digital,mary.white@metadigital.com,6,cancelled,2025-06-24,2025-09-22,,,,,True,False
115,HiveCorp,david.lee@tech.dev,3,cancelled,2025-06-18,2025-10-24,,,,,True,False
115,HiveCorp,david.lee@tech.dev,4,cancelled,2025-10-24,2025-12-23,,,,,True,False
115,HiveCorp,david.lee@tech.dev,3,active,2025-12-23,,,,,,False,False
116,BeamDev,dorothy.martinez@hotmail.com,1,expired,2025-08-21,2025-10-22,,,,,True,False
116,BeamDev,dorothy.martinez@hotmail.com,2,expired,2025-10-22,2025-12-21,,,,,True,False
116,BeamDev,dorothy.martinez@hotmail.com,3,active,2025-12-21,,,,,,False,False
117,Onyx Cloud,steven.adams@yahoo.com,3,expired,2024-10-01,2024-12-17,,,,,True,False
117,Onyx Cloud,steven.adams@yahoo.com,1,active,2024-12-17,,,,,,False,False
118,Peak Hub,susan.singh@gmail.com,2,active,2024-10-04,,,,,,False,False
119,EchoPlatform,sandra.jones@startup.co,2,cancelled,2023-07-28,2024-05-03,,,,,True,False
119,EchoPlatform,sandra.jones@startup.co,4,active,2024-05-03,,,,,,False,False
120,UnitStudio,steven.scott@outlook.com,1,cancelled,2023-09-11,2023-11-19,,,,,True,False
121,KeenPro,steven.robinson@keenpro.com,5,active,2024-02-07,,,,,,False,False
122,Sync IO,fatima.walker+work@syncio.com,1,cancelled,2023-09-28,2024-02-20,,,,,True,False
122,Sync IO,fatima.walker+work@syncio.com,2,active,2024-02-20,,,,,,False,False
123,Jade Software,robert.harris@protonmail.com,2,active,2024-09-30,,,,,,False,False
124,XenonWorks,richard.hill@xenonworks.com,4,active,2024-12-31,,,,,,False,False
125,UltraGroup,dmitri.martin@tech.dev,3,cancelled,2024-12-26,2025-04-29,,,,,True,False
125,UltraGroup,dmitri.martin@tech.dev,4,active,2025-04-29,,,,,,False,False
126,RiftSystems,kenji.hall@protonmail.com,4,expired,2025-03-12,2025-10-29,,,,,True,False
126,RiftSystems,kenji.hall@protonmail.com,6,active,2025-10-29,,,,,,False,False
127,Onyx Pro,elizabeth.ivanov@outlook.com,4,cancelled,2024-03-27,2024-07-22,,,,,True,False
127,Onyx Pro,elizabeth.ivanov@outlook.com,5,active,2024-07-22,,,,,,False,False
128,GlowHub,olga.brown@tech.dev,2,active,2024-11-09,,,,,,False,False
129,IrisWorks,fatima.adams@enterprise.com,4,active,2023-09-10,,,,,,False,False
130,ZealCloud,charles.walker@protonmail.com,3,expired,2024-08-10,2025-02-18,,,,,True,False
130,ZealCloud,charles.walker@protonmail.com,3,active,2025-02-18,,,,,,False,False
131,Sync Net,raj.taylor@tech.dev,4,expired,2024-07-29,2025-07-29,,,,,True,False
131,Sync Net,raj.taylor@tech.dev,6,active,2025-07-29,,,,,,False,False
132,PulseAI,joseph.brown@pulseai.com,2,cancelled,2025-02-28,2025-10-29,,,,,True,False
133,Sync Works,lars.garcia@gmail.com,2,active,2023-06-29,,,,,,False,False
134,Vine Cloud,karen.torres@company.io,4,active,2024-10-18,,,,,,False,False
135,RushSoftware,sandra.adams@company.io,1,active,2024-08-04,,,,,,False,False
136,Ion IO,thomas.harris@company.io,2,active,2025-01-10,,,,,,False,False
137,Tidal Solutions,yuki.singh@protonmail.com,4,active,2023-08-15,,,,,,False,False
138,ArcNet,hassan.nelson@corp.net,1,expired,2023-03-25,2023-06-18,,,,,True,False
138,ArcNet,hassan.nelson@corp.net,3,active,2023-06-18,,,,,,False,False
139,DataDynamics,elizabeth.hernandez@outlook.com,1,cancelled,2025-01-04,2025-04-13,,,,,True,False
139,DataDynamics,elizabeth.hernandez@outlook.com,5,cancelled,2025-04-13,2025-07-22,,,,,True,False
139,DataDynamics,elizabeth.hernandez@outlook.com,5,active,2025-07-22,,,,,,False,False
140,DriftDigital,kimberly.robinson@gmail.com,2,expired,2025-04-16,2025-08-16,,,,,True,False
140,DriftDigital,kimberly.robinson@gmail.com,4,cancelled,2025-08-16,2025-06-27,,,,,True,False
141,IrisAI,christopher.clark@startup.co,5,active,2025-07-01,,,,,,False,False
142,YieldTech,david.adams@tech.dev,5,cancelled,2023-05-11,2023-08-27,,,,,True,False
142,YieldTech,david.adams@tech.dev,2,expired,2023-08-27,2024-05-16,,,,,True,False
142,YieldTech,david.adams@tech.dev,5,active,2024-05-16,,,,,,False,False
143,IrisCorp,sandra.thompson@iriscorp.com,2,cancelled,2024-11-07,2025-10-15,,,,,True,False
143,IrisCorp,sandra.thompson@iriscorp.com,2,active,2025-10-15,,,,,,False,False
144,Mist AI,yuki.brown@enterprise.com,6,active,2023-08-11,,,,,,False,False
145,Unit Ventures,lars.baker@yahoo.com,4,active,2024-06-17,,,,,,False,False
146,OnyxOps,raj.nelson@startup.co,4,active,2023-11-04,,,,,,False,False
147,PulsePlatform,patricia.scott@pulseplatform.com,3,expired,2023-09-06,2024-02-09,,,,,True,False
147,PulsePlatform,patricia.scott@pulseplatform.com,2,active,2024-02-09,,,,,,False,False
148,XenonTech,sarah.harris@outlook.com,1,cancelled,2025-02-18,2025-07-14,,,,,True,False
148,XenonTech,sarah.harris@outlook.com,5,active,2025-07-14,,,,,,False,False
149,EchoSoftware,susan.gonzalez@enterprise.com,1,active,2024-12-13,,,,,,False,False
150,IrisStack,ashley.robinson@enterprise.com,3,active,2023-11-24,,,,,,False,False
151,Jade Ventures,christopher.martinez@corp.net,1,cancelled,2024-05-26,2024-12-11,,,,,True,False
151,Jade Ventures,christopher.martinez@corp.net,2,active,2024-12-11,,,,,,False,False
152,QuarkHub,ashley.robinson@quarkhub.com,2,active,2024-07-13,,,,,,False,False
153,HiveAI,Patricia.Kim@hiveai.com,2,cancelled,2023-06-04,2025-08-27,,,,,True,False
154,Iris Dynamics,dorothy.patel@gmail.com,2,active,2024-12-15,,,,,,False,False
155,GridSystems,dorothy.taylor@gridsystems.com,1,active,2025-09-09,,,,,,False,False
156,TidalOps,priya.williams@tech.dev,1,cancelled,2024-10-14,2025-01-18,,,,,True,False
157,KeenSystems,susan.hall@gmail.com,1,active,2024-12-01,,,,,,False,False
158,Nova Ventures,sofia.sanchez@corp.net,2,cancelled,2025-05-04,2025-10-27,,,,,True,False
158,Nova Ventures,sofia.sanchez@corp.net,3,active,2025-10-27,,,,,,False,False
159,Vine Studio,joseph.santos@corp.net,3,expired,2024-02-11,2024-08-16,,,,,True,False
159,Vine Studio,joseph.santos@corp.net,6,active,2024-08-16,,,,,,False,False
160,FluxPlatform,fatima.nguyen@corp.net,1,paused,2023-09-10,,,,,,False,False
161,VineLogic,karen.lewis@vinelogic.com,2,active,2024-03-17,,,,,,False,False
162,FlowStudio,Kenji.Harris@outlook.com,5,expired,2024-07-26,2025-07-08,,,,,True,False
162,FlowStudio,Kenji.Harris@outlook.com,2,active,2025-07-08,,,,,,False,False
163,Rush Cloud,robert.hernandez@enterprise.com,1,active,2024-01-05,,,,,,False,False
164,Acme Logic,matthew.tanaka@startup.co,5,active,2025-05-30,,,,,,False,False
165,Zen Works,aisha.young@company.io,1,active,2025-04-16,,,,,,False,False
166,Zeal Dynamics,yuki.wilson@outlook.com,1,active,2025-03-25,,,,,,False,False
167,Quest Digital,robert.lewis@startup.co,1,active,2025-08-03,,,,,,False,False
168,XenonNet,jennifer.miller@company.io,5,cancelled,2024-09-19,2025-06-26,,,,,True,False
169,Quark Platform,kimberly.nguyen@company.io,1,active,2025-03-01,,,,,,False,False
170,WaveLabs,linda.santos@protonmail.com,1,active,2025-03-14,,,,,,False,False
171,UnitNet,hassan.rivera@outlook.com,2,active,2023-06-18,,,,,,False,False
172,JadeSolutions,hassan.sanchez@startup.co,1,active,2025-01-25,,,,,,False,False
173,Rush Hub,andrew.miller@company.io,1,cancelled,2024-04-13,2025-10-15,,,,,True,False
174,NexusLogic,donna.lopez@protonmail.com,5,cancelled,2024-08-27,2025-01-08,,,,,True,False
175,Yield Corp,matthew.ramirez@yahoo.com,1,cancelled,2024-05-16,2024-07-31,,,,,True,False
175,Yield Corp,matthew.ramirez@yahoo.com,1,active,2024-07-31,,,,,,False,False
176,MetaLogic,anthony.baker@enterprise.com,6,active,2023-03-26,,,,,,False,False
177,Iris Cloud,andrew.chen@iriscloud.com,2,cancelled,2023-04-27,2024-02-21,,,,,True,False
177,Iris Cloud,andrew.chen@iriscloud.com,3,active,2024-02-21,,,,,,False,False
178,WarpPro,ahmed.santos@gmail.com,1,active,2023-12-23,,,,,,False,False
179,Vine Ventures,donna.green@hotmail.com,4,cancelled,2025-04-04,2025-07-11,,,,,True,False
180,Rush Dev,david.kim@protonmail.com,4,expired,2023-05-10,2023-08-09,,,,,True,False
180,Rush Dev,david.kim@protonmail.com,6,active,2023-08-09,,,,,,False,False
181,PulseHub,andrew.green@pulsehub.com,5,expired,2025-03-24,2025-07-17,,,,,True,False
181,PulseHub,andrew.green@pulsehub.com,5,active,2025-07-17,,,,,,False,False
182,SageStudio,james.singh@enterprise.com,3,active,2024-12-15,,,,,,False,False
183,BeamSoftware,lisa.scott@enterprise.com,3,active,2025-07-04,,,,,,False,False
184,BoltSystems,james.ramirez@yahoo.com,1,cancelled,2023-11-06,2024-02-24,,,,,True,False
184,BoltSystems,james.ramirez@yahoo.com,5,cancelled,2024-02-24,2025-10-16,,,,,True,False
185,XenonOps,aisha.martin@startup.co,1,cancelled,2024-12-21,2025-04-12,,,,,True,False
186,AcmeLabs,carlos.rodriguez@outlook.com,2,cancelled,2023-04-15,2024-12-05,,,,,True,False
187,Hive Ventures,william.lewis@yahoo.com,1,expired,2024-09-22,2025-03-08,,,,,True,False
187,Hive Ventures,william.lewis@yahoo.com,3,active,2025-03-08,,,,,,False,False
188,GridDigital,daniel.ramirez@protonmail.com,2,active,2023-09-12,,,,,,False,False
189,Quest Cloud,steven.gonzalez@gmail.com,2,active,2025-03-23,,,,,,False,False
190,Acme Studio,matthew.santos@yahoo.com,2,active,2025-09-04,,,,,,False,False
191,Data Logic,yuki.allen@datalogic.com,4,cancelled,2024-07-03,2025-01-02,,,,,True,False
191,Data Logic,yuki.allen@datalogic.com,7,cancelled,2025-01-02,2025-07-01,,,,,True,False
191,Data Logic,yuki.allen@datalogic.com,2,active,2025-07-01,,,,,,False,False
192,GlowSoftware,betty.nguyen@outlook.com,2,active,2024-03-23,,,,,,False,False
193,PulseTech,joshua.brown@pulsetech.com,1,cancelled,2024-12-25,2025-01-28,,,,,True,False
194,Zeal Analytics,lisa.tanaka@protonmail.com,2,active,2024-08-13,,,,,,False,False
195,Kite Analytics,fatima.patel@kiteanalytics.com,1,expired,2025-06-02,2025-09-10,,,,,True,False
195,Kite Analytics,fatima.patel@kiteanalytics.com,3,expired,2025-09-10,2025-11-09,,,,,True,False
195,Kite Analytics,fatima.patel@kiteanalytics.com,6,cancelled,2025-11-09,2025-07-10,,,,,True,False
196,CloudDynamics,anthony.anderson@company.io,2,cancelled,2023-03-21,2024-03-07,,,,,True,False
196,CloudDynamics,anthony.anderson@company.io,4,active,2024-03-07,,,,,,False,False
197,LunaPlatform,sandra.jackson@outlook.com,5,active,2023-01-09,,,,,,False,False
198,DriftStudio,olga.wright@gmail.com,1,expired,2023-01-25,2023-04-14,,,,,True,False
198,DriftStudio,olga.wright@gmail.com,5,expired,2023-04-14,2024-01-07,,,,,True,False
198,DriftStudio,olga.wright@gmail.com,3,active,2024-01-07,,,,,,False,False
199,VertexLabs,olga.martin@hotmail.com,1,cancelled,2025-09-11,2025-10-14,,,,,True,False
200,XenonHQ,steven.rodriguez@corp.net,5,active,2024-03-21,,,,,,False,False
201,ZenNet,sarah.anderson@zennet.com,2,cancelled,2023-04-19,2024-01-26,,,,,True,False
201,ZenNet,sarah.anderson@zennet.com,5,cancelled,2024-01-26,2025-05-11,,,,,True,False
202,CoreCloud,william.tanaka@corecloud.com,2,expired,2025-05-05,2025-10-31,,,,,True,False
202,CoreCloud,william.tanaka@corecloud.com,6,active,2025-10-31,,,,,,False,False
203,Tidal Analytics,betty.lewis@outlook.com,2,active,2025-04-03,,,,,,False,False
204,IonSoftware,raj.garcia@ionsoftware.com,5,expired,2023-03-08,2024-01-17,,,,,True,False
204,IonSoftware,raj.garcia@ionsoftware.com,1,cancelled,2024-01-17,2025-02-23,,,,,True,False
205,HubAI,margaret.ivanov@startup.co,5,active,2023-06-26,,,,,,False,False
